Serial.no,Century,Region,Level,Sub_level,Records,data_type,data_source,material,Proxy,Record,Variable,Avg,abs_4_negative,log,z_score_cal,Mean,Mean_n,sd_100,Latitude,Longitude,Elevation..m.,Zone,Group,abs_4_log_R,log_value_R,z_score_R,exp_log_R,sub_zone,,,
87,1000,Torneträsk,Land,Land surface temperature,Temp_TRW..MJJA.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Temp,10.3283,10.3283,1.014028844,1.573859877,1.255828759,1.255828759,0.621477638,68.26,19.625,350-450,High-Latitude,31,10.3283,2.3348877,1.436730929,10.3283,East,,,
88,1100,Torneträsk,Land,Land surface temperature,Temp_TRW..MJJA.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Temp,9.7006,9.7006,0.986798597,-0.943078376,-0.263273208,-0.263273208,0.648614405,68.26,19.625,350-450,High-Latitude,31,9.7006,2.272187739,-0.860908833,9.7006,East,,,
89,1200,Torneträsk,Land,Land surface temperature,Temp_TRW..MJJA.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Temp,9.8811,9.8811,0.994805295,-0.203005649,0.173556337,0.173556337,0.497632567,68.26,19.625,350-450,High-Latitude,31,9.8811,2.290623842,-0.185317955,9.8811,East,,,
90,1300,Torneträsk,Land,Land surface temperature,Temp_TRW..MJJA.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Temp,9.947,9.947,0.997692118,0.063828371,0.333041472,0.333041472,0.58940391,68.26,19.625,350-450,High-Latitude,31,9.947,2.297270998,0.058267064,9.947,East,,,
91,800,Northern Fennoscandia (Helama),Atm,Air temperature,Temp_pollen.dendro_fusion..Jul_mean.,Proxy,Tree,Tree ring,"Tree-rings, Pollen",Tree ring,Temp,0.31129,1.70819,0.232536175,0.914998142,0.723259993,0.723259993,1.007549104,68.625,24.685,260,High-Latitude,20,1.70819,0.53543433,0.835275204,1.70819,East,,,
92,900,Northern Fennoscandia (Helama),Atm,Air temperature,Temp_pollen.dendro_fusion..Jul_mean.,Proxy,Tree,Tree ring,"Tree-rings, Pollen",Tree ring,Temp,0.13749,1.53439,0.185935759,0.340696754,0.458289065,0.458289065,0.925995686,68.625,24.685,260,High-Latitude,20,1.53439,0.428132908,0.311012162,1.53439,East,,,
93,1000,Northern Fennoscandia (Helama),Atm,Air temperature,Temp_pollen.dendro_fusion..Jul_mean.,Proxy,Tree,Tree ring,"Tree-rings, Pollen",Tree ring,Temp,0.25202,1.64892,0.217199586,0.725990716,0.632898503,0.632898503,1.256708021,68.625,24.685,260,High-Latitude,20,1.64892,0.500120528,0.66273582,1.64892,East,,,
94,1100,Northern Fennoscandia (Helama),Atm,Air temperature,Temp_pollen.dendro_fusion..Jul_mean.,Proxy,Tree,Tree ring,"Tree-rings, Pollen",Tree ring,Temp,0.20822,1.60512,0.205507506,0.581898064,0.56612217,0.56612217,1.145004456,68.625,24.685,260,High-Latitude,20,1.60512,0.47319852,0.531197826,1.60512,East,,,
95,1200,Northern Fennoscandia (Helama),Atm,Air temperature,Temp_pollen.dendro_fusion..Jul_mean.,Proxy,Tree,Tree ring,"Tree-rings, Pollen",Tree ring,Temp,-0.1129,1.284,0.108565024,-0.612816649,0.076551029,0.076551029,1.043780188,68.625,24.685,260,High-Latitude,20,1.284,0.249980205,-0.559422504,1.284,East,,,
96,1300,Northern Fennoscandia (Helama),Atm,Air temperature,Temp_pollen.dendro_fusion..Jul_mean.,Proxy,Tree,Tree ring,"Tree-rings, Pollen",Tree ring,Temp,-0.3969,1,0,-1.950767028,-0.356427933,-0.356427933,0.861137942,68.625,24.685,260,High-Latitude,20,1,0,-1.78079851,1,East,,,
97,900,East Anglia,Land,Tree rings,Precip_MAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,215.997,215.997,2.334447719,-1.268314979,-1.070371799,-1.070371799,24.37089444,52.5,1,,Mid-Latitude,2,215.997,5.375264519,-1.134415404,215.997,West,,,
98,1000,East Anglia,Land,Tree rings,Precip_MAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,217.559,217.559,2.337577054,-1.152635581,-1.006936142,-1.006936142,17.87789728,52.5,1,,Mid-Latitude,2,217.559,5.382470078,-1.030948605,217.559,West,,,
99,1100,East Anglia,Land,Tree rings,Precip_MAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,243.156,243.156,2.38588499,0.633121967,0.03260452,0.03260452,25.61986808,52.5,1,,Mid-Latitude,2,243.156,5.493703213,0.566281502,243.156,West,,,
100,1200,East Anglia,Land,Tree rings,Precip_MAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,249.903,249.903,2.39777147,1.072519124,0.306612444,0.306612444,27.59038207,52.5,1,,Mid-Latitude,2,249.903,5.521072843,0.959290268,249.903,West,,,
101,1300,East Anglia,Land,Tree rings,Precip_MAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,244.404,244.404,2.388108309,0.715309468,0.083288067,0.083288067,26.70420055,52.5,1,,Mid-Latitude,2,244.404,5.498822594,0.639792239,244.404,West,,,
102,800,Main River Region,Land,Tree rings,Precip_FMAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,226.576,226.576,2.355213905,1.905553794,0.258720183,0.258720183,18.25681066,50.05,10.2,100-500,Mid-Latitude,16,226.576,5.423080429,1.739524662,226.576,West,,,
103,900,Main River Region,Land,Tree rings,Precip_FMAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,223.485,223.485,2.349248379,-0.738780325,-0.596186445,-0.596186445,25.14911238,50.05,10.2,100-500,Mid-Latitude,16,223.485,5.409344298,-0.674411081,223.485,West,,,
104,1000,Main River Region,Land,Tree rings,Precip_FMAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,225.224,225.224,2.352614667,0.753391556,-0.115215036,-0.115215036,23.65581535,50.05,10.2,100-500,Mid-Latitude,16,225.224,5.417095463,0.68774925,225.224,West,,,
105,1100,Main River Region,Land,Tree rings,Precip_FMAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,223.751,223.751,2.349764985,-0.509784898,-0.52261635,-0.52261635,24.7715644,50.05,10.2,100-500,Mid-Latitude,16,223.751,5.410533826,-0.465367813,223.751,West,,,
106,1200,Main River Region,Land,Tree rings,Precip_FMAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,223.55,223.55,2.349374674,-0.682797642,-0.57820879,-0.57820879,21.09475736,50.05,10.2,100-500,Mid-Latitude,16,223.55,5.409635103,-0.623306118,223.55,West,,,
107,1300,Main River Region,Land,Tree rings,Precip_FMAMJJ..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,223.498,223.498,2.349273641,-0.727582486,-0.592590914,-0.592590914,24.04675152,50.05,10.2,100-500,Mid-Latitude,16,223.498,5.409402465,-0.6641889,223.498,West,,,
108,1000,North Aegean,Land,Tree rings,Precip_recon_May.June..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,76.01363636,76.01363636,1.880891509,-1.295567404,-1.291688939,-1.291688939,21.54677854,40.5,29.5,0 - 1200,Mid-Latitude,18,76.01363636,4.33091275,-1.121994284,76.01363636,East,,,
109,1100,North Aegean,Land,Tree rings,Precip_recon_May.June..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,76.5904,76.5904,1.884174338,-0.258535234,-0.261649808,-0.261649808,23.55568116,40.5,29.5,0 - 1200,Mid-Latitude,18,76.5904,4.338471743,-0.22389808,76.5904,East,,,
110,1200,North Aegean,Land,Tree rings,Precip_recon_May.June..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,77.5788,77.5788,1.889743058,1.500600602,1.503528518,1.503528518,21.67535874,40.5,29.5,0 - 1200,Mid-Latitude,18,77.5788,4.351294194,1.299558242,77.5788,East,,,
111,1300,North Aegean,Land,Tree rings,Precip_recon_May.June..mm.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,76.7648,76.7648,1.885162123,0.053502035,0.049810228,0.049810228,18.4642273,40.5,29.5,0 - 1200,Mid-Latitude,18,76.7648,4.340746202,0.046334122,76.7648,East,,,
112,900,Southern-Central England ,Land,Tree rings,Precip._RCSSF_recon..MAMJJ.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,241.638,241.638,2.383165232,-1.269272394,-1.093463515,-1.093463515,52.69867698,51.6,-1.75,,Mid-Latitude,25,241.638,5.487440738,-1.135271742,241.638,West,,,
113,1000,Southern-Central England ,Land,Tree rings,Precip._RCSSF_recon..MAMJJ.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,258.7463,258.7463,2.412874148,0.43324361,-0.067491405,-0.067491405,42.03106078,51.6,-1.75,,Mid-Latitude,25,258.7463,5.555848045,0.387504865,258.7463,West,,,
114,1100,Southern-Central England ,Land,Tree rings,Precip._RCSSF_recon..MAMJJ.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,268.3704,268.3704,2.428734613,1.342152444,0.50965876,0.50965876,46.1511574,51.6,-1.75,,Mid-Latitude,25,268.3704,5.592368116,1.20045764,268.3704,West,,,
115,1200,Southern-Central England ,Land,Tree rings,Precip._RCSSF_recon..MAMJJ.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,259.9042,259.9042,2.414813298,0.54436961,0.001947002,0.001947002,45.54277138,51.6,-1.75,,Mid-Latitude,25,259.9042,5.560313102,0.486898981,259.9042,West,,,
116,1300,Southern-Central England ,Land,Tree rings,Precip._RCSSF_recon..MAMJJ.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,243.7715,243.7715,2.38698293,-1.05049327,-0.965519097,-0.965519097,42.48675999,51.6,-1.75,,Mid-Latitude,25,243.7715,5.496231311,-0.939589744,243.7715,West,,,
117,900,Uamh an Tartair,Land,Precipitation,Precip_recon..mm.yr.,Proxy,Stalagmite,Stalagmite,Stalagmite,d18O,Precip,1873.690968,1873.690968,3.272697963,-0.294563048,-0.301216403,-0.301216403,95.72546214,58.15,-5.983333,220,Mid-Latitude,33,1873.690968,-7.535665544,0.2634652,0.000533706,West,,,
118,1000,Uamh an Tartair,Land,Precipitation,Precip_recon..mm.yr.,Proxy,Stalagmite,Stalagmite,Stalagmite,d18O,Precip,1749.9122,1749.9122,3.243016259,-1.76702959,-1.726699692,-1.726699692,188.2798323,58.15,-5.983333,220,Mid-Latitude,33,1749.9122,-7.467320894,1.580479312,0.000571457,West,,,
119,1100,Uamh an Tartair,Land,Precipitation,Precip_recon..mm.yr.,Proxy,Stalagmite,Stalagmite,Stalagmite,d18O,Precip,1944.6181,1944.6181,3.288834324,0.505938518,0.515607383,0.515607383,49.51637924,58.15,-5.983333,220,Mid-Latitude,33,1944.6181,-7.572820887,-0.452525168,0.00051424,West,,,
120,1200,Uamh an Tartair,Land,Precipitation,Precip_recon..mm.yr.,Proxy,Stalagmite,Stalagmite,Stalagmite,d18O,Precip,2006.4984,2006.4984,3.302438818,1.180837844,1.228244414,1.228244414,72.27927236,58.15,-5.983333,220,Mid-Latitude,33,2006.4984,-7.604146392,-1.056173476,0.000498381,West,,,
121,1300,Uamh an Tartair,Land,Precipitation,Precip_recon..mm.yr.,Proxy,Stalagmite,Stalagmite,Stalagmite,d18O,Precip,1932.819,1932.819,3.286191186,0.374816276,0.379724467,0.379724467,100.63131,58.15,-5.983333,220,Mid-Latitude,33,1932.819,-7.566734838,-0.335245869,0.000517379,West,,,
122,800,Ireland,Land,Water table depth,Water_table_depth..cm.,Proxy,Peatland,Sediment,Testate amoeba,Testate amoeba,Precip,8.846060606,8.846060606,0.94674991,1.828452061,1.745410435,1.745410435,6.695891903,53.5,-8,,Mid-Latitude,6,8.846060606,2.179972231,1.669140732,8.846060606,West,,,
123,900,Ireland,Land,Water table depth,Water_table_depth..cm.,Proxy,Peatland,Sediment,Testate amoeba,Testate amoeba,Precip,6.997272727,6.997272727,0.844928801,0.012805968,-0.046744485,-0.046744485,3.235423255,53.5,-8,,Mid-Latitude,6,6.997272727,1.945520463,0.011690196,6.997272727,West,,,
124,1000,Ireland,Land,Water table depth,Water_table_depth..cm.,Proxy,Peatland,Sediment,Testate amoeba,Testate amoeba,Precip,7.222894737,7.222894737,0.858711286,0.258571449,0.171966162,0.171966162,2.777170354,53.5,-8,,Mid-Latitude,6,7.222894737,1.977255806,0.236042358,7.222894737,West,,,
125,1100,Ireland,Land,Water table depth,Water_table_depth..cm.,Proxy,Peatland,Sediment,Testate amoeba,Testate amoeba,Precip,7.130571429,7.130571429,0.853124335,0.15894647,0.082470946,0.082470946,3.160322901,53.5,-8,,Mid-Latitude,6,7.130571429,1.964391376,0.145097612,7.130571429,West,,,
126,1200,Ireland,Land,Water table depth,Water_table_depth..cm.,Proxy,Peatland,Sediment,Testate amoeba,Testate amoeba,Precip,5.974166667,5.974166667,0.776277334,-1.211368164,-1.03851027,-1.03851027,2.52201251,53.5,-8,,Mid-Latitude,6,5.974166667,1.787444618,-1.105822782,5.974166667,West,,,
127,1300,Ireland,Land,Water table depth,Water_table_depth..cm.,Proxy,Peatland,Sediment,Testate amoeba,Testate amoeba,Precip,6.102,6.102,0.785472203,-1.047407783,-0.914592788,-0.914592788,3.235769818,53.5,-8,,Mid-Latitude,6,6.102,1.808616586,-0.956148116,6.102,West,,,
128,800,Northern Britain,Land,Water table depth,Water_table..annual.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,0.6811875,1.853766447,0.268055017,1.821603511,1.768030172,1.768030172,1.243299922,55.5,-2.75,50-300,Mid-Latitude,19,1.853766447,0.617219487,1.662888889,1.853766447,West,,,
129,900,Northern Britain,Land,Water table depth,Water_table..annual.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,-0.067384615,1.105194332,0.043438649,-0.780655014,-0.699366093,-0.699366093,0.715346133,55.5,-2.75,50-300,Mid-Latitude,19,1.105194332,0.100021186,-0.712637268,1.105194332,West,,,
130,1000,Northern Britain,Land,Water table depth,Water_table..annual.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,0.016533333,1.18911228,0.075222864,-0.412423858,-0.422761035,-0.422761035,0.973580569,55.5,-2.75,50-300,Mid-Latitude,19,1.18911228,0.173207046,-0.376489751,1.18911228,West,,,
131,1100,Northern Britain,Land,Water table depth,Water_table..annual.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,0.167230769,1.339809716,0.127043123,0.187931811,0.073958363,0.073958363,0.797454403,55.5,-2.75,50-300,Mid-Latitude,19,1.339809716,0.292527601,0.171557487,1.339809716,West,,,
132,1200,Northern Britain,Land,Water table depth,Water_table..annual.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,0.243769231,1.416348178,0.151170028,0.467450377,0.32623962,0.32623962,0.837057361,55.5,-2.75,50-300,Mid-Latitude,19,1.416348178,0.348081853,0.42672186,1.416348178,West,,,
133,1300,Northern Britain,Land,Water table depth,Water_table..annual.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,-0.172578947,1,0,-1.283906827,-1.046101026,-1.046101026,0.640215876,55.5,-2.75,50-300,Mid-Latitude,19,1,0,-1.172041218,1,West,,,
134,1000,Slowinskie Blota,Land,Water table depth,Depth.to.Water.Table..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,11.1251,11.1251,1.046303923,-0.344523923,-0.616461353,-0.616461353,0.653691144,54.364592,16.4902,30,Mid-Latitude,24,11.1251,2.409203817,-0.29836647,11.1251,East,,,
135,1100,Slowinskie Blota,Land,Water table depth,Depth.to.Water.Table..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,9.2505,9.2505,0.966165207,-0.740126693,-0.739422509,-0.739422509,6.557030828,54.364592,16.4902,30,Mid-Latitude,24,9.2505,2.224677604,-0.640968518,9.2505,East,,,
136,1200,Slowinskie Blota,Land,Water table depth,Depth.to.Water.Table..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,9.7414,9.7414,0.988621377,-0.629272375,-0.70722277,-0.70722277,4.610407204,54.364592,16.4902,30,Mid-Latitude,24,9.7414,2.276384844,-0.544965863,9.7414,East,,,
137,1300,Slowinskie Blota,Land,Water table depth,Depth.to.Water.Table..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,29.0597,29.0597,1.463291127,1.713922992,0.55992782,0.55992782,8.247926639,54.364592,16.4902,30,Mid-Latitude,24,29.0597,3.369352335,1.484300851,29.0597,East,,,
138,1000,Stazki Bog,Land,Water table depth,DWT_SM1..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,13.1183,13.1183,1.117877558,1.081383891,1.138245934,1.138245934,1.554194751,53.424361,18.083389,214.6,Mid-Latitude,27,13.1183,2.574008202,0.93650592,13.1183,East,,,
139,1100,Stazki Bog,Land,Water table depth,DWT_SM1..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,11.6156,11.6156,1.065041648,0.415381384,0.573888849,0.573888849,1.517462209,53.424361,18.083389,214.6,Mid-Latitude,27,11.6156,2.452349022,0.359730831,11.6156,East,,,
140,1200,Stazki Bog,Land,Water table depth,DWT_SM1..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,11.0226,11.0226,1.042284048,0.128519308,0.351180557,0.351180557,1.436499407,53.424361,18.083389,214.6,Mid-Latitude,27,11.0226,2.399947711,0.111300985,11.0226,East,,,
141,1300,Stazki Bog,Land,Water table depth,DWT_SM1..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,8.0011,8.0011,0.903149698,-1.625284583,-0.783580162,-0.783580162,0.757986294,53.424361,18.083389,214.6,Mid-Latitude,27,8.0011,2.079579032,-1.407537737,8.0011,East,,,
142,1000,Stazki Bog_2,Land,Water table depth,DWT_SM2..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,5.3153,5.3153,0.725527781,-0.783744372,-0.875230634,-0.875230634,1.772641956,54.42436111,20.08333333,214.6,Mid-Latitude,28,5.3153,1.670589454,-0.678742536,5.3153,East,,,
143,1100,Stazki Bog_2,Land,Water table depth,DWT_SM2..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,5.261,5.261,0.721068302,-1.011541822,-1.031378036,-1.031378036,0.092009003,54.42436111,20.08333333,214.6,Mid-Latitude,28,5.261,1.660321123,-0.876020915,5.261,East,,,
144,1200,Stazki Bog_2,Land,Water table depth,DWT_SM2..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,5.5776,5.5776,0.746447365,0.284861878,-0.120949535,-0.120949535,0.091872991,54.42436111,20.08333333,214.6,Mid-Latitude,28,5.5776,1.718758576,0.246697623,5.5776,East,,,
145,1300,Stazki Bog_2,Land,Water table depth,DWT_SM2..cm.,Proxy,Peatland,Sediment,Testate amoebae,Testate amoeba,Precip,5.8944,5.8944,0.770439604,1.510424316,0.790054095,0.790054095,0.091886183,54.42436111,20.08333333,214.6,Mid-Latitude,28,5.8944,1.774002748,1.308065828,5.8944,East,,,
146,800,Upper Rhine Valley,Land,Tree rings,G.Water_Level_ann..dimensionless.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,0.4226,0.4226,-0.374070507,0.375254621,0.079150227,0.079150227,0.517692276,48.75,7.75,,Mid-Latitude,34,0.4226,-0.861329174,0.342559035,0.4226,West,,,
147,900,Upper Rhine Valley,Land,Tree rings,G.Water_Level_ann..dimensionless.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,0.7842,0.7842,-0.105573162,0.93690562,1.15743362,1.15743362,0.613331983,48.75,7.75,,Mid-Latitude,34,0.7842,-0.243091189,0.855273904,0.7842,West,,,
148,1000,Upper Rhine Valley,Land,Tree rings,G.Water_Level_ann..dimensionless.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,0.883,0.883,-0.054039296,1.044705744,1.452053087,1.452053087,0.721325239,48.75,7.75,,Mid-Latitude,34,0.883,-0.124430078,0.953681503,0.883,West,,,
149,1100,Upper Rhine Valley,Land,Tree rings,G.Water_Level_ann..dimensionless.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,0.0786,0.0786,-1.104577454,-1.152842261,-0.946650346,-0.946650346,0.620670898,48.75,7.75,,Mid-Latitude,34,0.0786,-2.54338358,-1.052396186,0.0786,West,,,
150,1200,Upper Rhine Valley,Land,Tree rings,G.Water_Level_ann..dimensionless.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,0.0502,0.0502,-1.299296283,-1.560161092,-1.031338533,-1.031338533,0.611312514,48.75,7.75,,Mid-Latitude,34,0.0502,-2.991740252,-1.424225706,0.0502,West,,,
151,1300,Upper Rhine Valley,Land,Tree rings,G.Water_Level_ann..dimensionless.,Proxy,Tree,Tree ring,Tree-rings,Tree ring,Precip,0.4138,0.4138,-0.383209514,0.356137367,0.052908817,0.052908817,0.776150537,48.75,7.75,,Mid-Latitude,34,0.4138,-0.882372514,0.325107449,0.4138,West,,,
152,800,Lake Allos,Land,Flood deposits,Flood_deposit_Occurance,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.02,0.02,-1.698970004,-0.777136228,-0.594866638,-0.594866638,0.140705294,44.25,6.716667,2230,Mid-Latitude,11,0.02,-3.912023005,-0.709425071,0.02,West,,,
153,900,Lake Allos,Land,Flood deposits,Flood_deposit_Occurance,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.03,0.03,-1.522878745,-0.386573791,-0.456064423,-0.456064423,0.171446608,44.25,6.716667,2230,Mid-Latitude,11,0.03,-3.506557897,-0.352891976,0.03,West,,,
154,1000,Lake Allos,Land,Flood deposits,Flood_deposit_Occurance,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.01,0.01,-2,-1.444807124,-0.733668854,-0.733668854,0.1,44.25,6.716667,2230,Mid-Latitude,11,0.01,-4.605170186,-1.318922422,0.01,West,,,
155,1100,Lake Allos,Land,Flood deposits,Flood_deposit_Occurance,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.15,0.15,-0.823908741,1.16371002,1.209562164,1.209562164,0.358870281,44.25,6.716667,2230,Mid-Latitude,11,0.15,-1.897119985,1.062317047,0.15,West,,,
156,1200,Lake Allos,Land,Flood deposits,Flood_deposit_Occurance,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.05,0.05,-1.301029996,0.105476687,-0.178459991,-0.178459991,0.219042914,44.25,6.716667,2230,Mid-Latitude,11,0.05,-2.995732274,0.096286601,0.05,West,,,
157,1300,Lake Allos,Land,Flood deposits,Flood_deposit_Occurance,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.18,0.18,-0.744727495,1.339330437,1.625968811,1.625968811,0.38612292,44.25,6.716667,2230,Mid-Latitude,11,0.18,-1.714798428,1.222635821,0.18,West,,,
158,800,Lake Oeschinen,Land,Flood deposits,Varve_mm,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.2725,0.2725,-0.564633493,0.623254589,-0.209247233,-0.209247233,0.056391489,46.4983,7.7269,1580,Mid-Latitude,13,0.2725,-1.300116665,0.568950996,0.2725,West,,,
159,900,Lake Oeschinen,Land,Flood deposits,Varve_mm,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.2346,0.2346,-0.629671992,-0.473170032,-0.504373712,-0.504373712,0.080871765,46.4983,7.7269,1580,Mid-Latitude,13,0.2346,-1.449873343,-0.431943167,0.2346,West,,,
160,1000,Lake Oeschinen,Land,Flood deposits,Varve_mm,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.2067,0.2067,-0.684659523,-1.400154573,-0.721630408,-0.721630408,0.049278737,46.4983,7.7269,1580,Mid-Latitude,13,0.2067,-1.576486812,-1.278160406,0.2067,West,,,
161,1100,Lake Oeschinen,Land,Flood deposits,Varve_mm,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.3035,0.3035,-0.517841305,1.412081342,0.032149096,0.032149096,0.092598569,46.4983,7.7269,1580,Mid-Latitude,13,0.3035,-1.192373668,1.289048007,0.3035,West,,,
162,1200,Lake Oeschinen,Land,Flood deposits,Varve_mm,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.2206,0.2206,-0.656394492,-0.923660236,-0.613391409,-0.613391409,0.068781898,46.4983,7.7269,1580,Mid-Latitude,13,0.2206,-1.511404172,-0.843182577,0.2206,West,,,
163,1300,Lake Oeschinen,Land,Flood deposits,Varve_mm,Proxy,Lake,Sediment,Sediment,Varve thickness,Precip,0.2777,0.2777,-0.55642412,0.761648909,-0.168754945,-0.168754945,0.111896913,46.4983,7.7269,1580,Mid-Latitude,13,0.2777,-1.281213885,0.695287148,0.2777,West,,,
164,800,Stora Vidarvatn,Atm,Air temperature,Chironomid,Proxy,Lake,Sediment,Lake sediment,Chironomid,Temp,-24.54666667,1.43,-0.155336037,-1.079941359,1.040716005,-1.140047246,0.1530795,66.23722222,-15.83472222,151,High-Latitude,29,1.43,0.357674444,0.985847072,1.43,West,,,
165,900,Stora Vidarvatn,Atm,Air temperature,Chironomid,Proxy,Lake,Sediment,Lake sediment,Chironomid,Temp,-24.58,1.39666667,-0.145092769,-0.887393125,0.834292996,-0.913922192,0.13114877,66.23722222,-15.83472222,151,High-Latitude,29,1.39666667,0.334088448,0.810075386,1.39666667,West,,,
166,1000,Stora Vidarvatn,Atm,Air temperature,Chironomid,Proxy,Lake,Sediment,Lake sediment,Chironomid,Temp,-24.825,1.15166667,-0.061326798,0.687200992,-0.682916122,0.748097121,0.035355339,66.23722222,-15.83472222,151,High-Latitude,29,1.15166667,0.141210171,-0.627325808,1.15166667,West,,,
